listing_id,product_index,seller_id,price,shipping_cost,discount,visits
L012309,4158,S010,1440,199,0,128
L012310,4158,S011,1387,83,5,439
L012311,4159,S009,2050,0,10,77
L012312,4159,S005,1948,245,15,291
L012313,4159,S008,1884,50,0,21
L012314,4159,S004,1819,140,15,278
L012315,4159,S003,2039,177,5,243
L012316,4160,S006,4836,0,20,261
L012317,4160,S007,5334,72,40,294
L012318,4161,S002,3565,72,10,174
L012319,4161,S009,3670,188,0,651
L012320,4161,S004,3460,108,5,135
L012321,4162,S001,640,188,5,69
L012322,4162,S007,587,0,30,14
L012323,4162,S006,597,62,15,77
L012324,4162,S008,632,94,25,347
L012325,4163,S014,3388,136,0,463
L012326,4163,S001,3210,196,0,223
L012327,4163,S004,3124,159,5,319
L012328,4164,S001,5495,71,10,187
L012329,4164,S009,4780,228,20,194
L012330,4164,S008,4744,89,25,200
L012331,4164,S003,5489,67,5,127
L012332,4164,S010,4641,233,0,184
L012333,4165,S007,2983,232,20,13
L012334,4165,S010,3255,76,0,82
L012335,4165,S004,3434,176,30,118
L012336,4165,S014,2937,139,50,200
L012337,4166,S014,5179,197,15,513
L012338,4167,S008,2952,165,5,39
L012339,4167,S013,3475,138,40,1174
L012340,4167,S009,2976,228,10,973
L012341,4168,S010,2019,183,25,123
L012342,4168,S001,1995,101,20,1202
L012343,4168,S002,2052,78,15,22
L012344,4169,S008,3042,85,0,482
L012345,4169,S005,3189,99,25,51
L012346,4169,S006,3322,0,0,28
L012347,4170,S003,3731,141,60,41
L012348,4171,S006,5036,0,20,97
L012349,4171,S013,4837,191,5,645
L012350,4171,S004,5155,53,10,23
L012351,4171,S002,4976,227,10,149
L012352,4172,S013,1175,118,30,353
L012353,4172,S006,1066,0,15,84
L012354,4172,S007,1114,0,5,184
L012355,4172,S014,1235,249,15,196
L012356,4172,S012,1273,0,15,46
L012357,4173,S001,2955,178,0,224
L012358,4173,S011,2468,170,15,30
L012359,4173,S009,2925,0,20,359
L012360,4173,S008,2967,0,5,75
L012361,4173,S012,2805,103,0,141
L012362,4174,S007,5920,96,20,64
L012363,4174,S005,5458,110,15,141
L012364,4174,S008,5418,223,25,86
L012365,4175,S008,1827,0,15,705
L012366,4175,S014,1947,105,25,47
L012367,4175,S005,1911,129,10,8
L012368,4175,S002,1804,188,20,57
L012369,4175,S012,1635,210,10,37
L012370,4176,S004,3473,183,5,378
L012371,4177,S010,3491,221,20,375
L012372,4177,S009,3788,207,5,98
L012373,4177,S007,3368,0,25,264
L012374,4177,S004,3598,50,0,62
L012375,4178,S002,3636,65,10,52
L012376,4178,S007,3390,154,0,107
L012377,4179,S004,3132,51,5,51
L012378,4179,S012,3043,0,30,61
L012379,4179,S008,3032,106,20,76
L012380,4179,S002,2629,52,5,148
L012381,4180,S013,5026,239,10,255
L012382,4180,S012,5110,179,20,77
L012383,4181,S001,2431,113,5,757
L012384,4182,S004,3360,137,15,153
L012385,4182,S003,3186,118,15,52
L012386,4182,S001,3464,212,10,72
L012387,4182,S013,3003,213,0,174
L012388,4183,S007,2359,103,5,391
L012389,4183,S013,2289,106,40,120
L012390,4183,S005,2253,178,25,441
L012391,4184,S004,682,103,0,282
L012392,4185,S011,3480,128,20,30
L012393,4185,S007,3362,145,20,60
L012394,4185,S006,2866,57,10,439
L012395,4186,S007,5407,243,5,49
L012396,4186,S002,5582,55,10,147
L012397,4186,S004,5606,213,20,39
L012398,4186,S006,5601,72,20,189
L012399,4187,S013,5616,0,15,137
L012400,4187,S005,5668,88,0,148
L012401,4187,S002,5801,199,15,1850
L012402,4188,S010,3497,158,30,30
L012403,4188,S014,3359,238,15,353
L012404,4189,S002,2962,248,0,63
L012405,4189,S009,3310,129,10,73
L012406,4189,S007,2954,210,5,82
L012407,4189,S012,3224,129,10,15
L012408,4189,S008,2979,141,20,50
L012409,4190,S013,2445,169,20,139
L012410,4191,S011,5947,198,5,265
L012411,4191,S004,5641,233,5,109
L012412,4191,S010,5183,0,25,45
L012413,4191,S014,5475,250,20,122
L012414,4192,S008,4455,95,50,407
L012415,4192,S012,4084,94,20,46
L012416,4193,S009,1262,0,0,144
L012417,4193,S008,1164,61,20,3460
L012418,4193,S002,1137,75,15,143
L012419,4194,S006,4238,204,25,99
L012420,4194,S004,4012,66,0,216
L012421,4194,S010,3953,175,0,77
L012422,4195,S013,1349,55,15,289
L012423,4195,S011,1360,105,5,98
L012424,4196,S012,5034,0,15,65
L012425,4197,S008,3675,222,0,85
L012426,4197,S012,4074,0,25,636
L012427,4197,S007,4145,70,30,222
L012428,4197,S010,3812,0,20,400
L012429,4197,S011,3627,0,50,44
L012430,4198,S008,951,71,30,117
L012431,4199,S002,4917,125,5,251
L012432,4199,S014,4974,140,10,851
L012433,4199,S006,5084,80,15,86
L012434,4200,S003,5403,249,5,267
L012435,4200,S007,5269,0,0,161
L012436,4200,S008,5420,189,20,318
L012437,4200,S010,4777,0,50,488
L012438,4201,S014,4558,149,5,71
L012439,4201,S011,4540,0,10,131
L012440,4202,S006,5606,102,10,65
L012441,4202,S004,5730,146,5,205
L012442,4202,S014,5454,0,10,102
L012443,4203,S005,3729,192,30,201
L012444,4203,S011,3188,140,25,126
L012445,4203,S008,3496,239,10,121
L012446,4203,S009,3453,58,20,324
L012447,4204,S013,1291,241,40,488
L012448,4204,S008,1210,248,30,123
L012449,4204,S004,1120,203,30,57
L012450,4204,S012,1202,219,10,346
L012451,4204,S005,1218,159,50,222
L012452,4205,S004,2843,53,40,33
L012453,4205,S008,3214,108,20,58
L012454,4206,S007,1991,0,15,1000
L012455,4206,S011,1929,158,0,210
L012456,4207,S005,4725,186,25,56
L012457,4207,S003,4461,209,5,62
L012458,4207,S010,4282,88,30,94
L012459,4207,S014,4486,173,30,82
L012460,4207,S001,4673,164,10,133
L012461,4208,S012,5072,245,5,168
L012462,4208,S011,4787,206,25,56
L012463,4208,S014,4836,238,10,601
L012464,4209,S013,3004,175,10,111
L012465,4209,S007,2570,109,25,131
L012466,4209,S010,2815,159,10,158
L012467,4209,S003,2758,131,10,459
L012468,4210,S007,1105,84,20,30
L012469,4210,S009,1163,94,15,146
L012470,4211,S008,5330,195,30,48
L012471,4211,S004,4780,0,50,178
L012472,4211,S007,4662,95,0,106
L012473,4211,S014,4887,198,40,267
L012474,4211,S006,4641,220,20,47
L012475,4212,S013,903,213,10,205
L012476,4212,S014,819,56,25,79
L012477,4212,S007,855,153,5,234
L012478,4212,S009,908,238,20,207
L012479,4212,S004,862,132,15,46
L012480,4213,S005,3553,0,15,235
L012481,4214,S006,5050,77,15,620
L012482,4214,S012,4877,0,25,114
L012483,4215,S014,5345,179,15,141
L012484,4215,S007,5472,98,20,40
L012485,4216,S012,2263,176,10,801
L012486,4216,S010,2228,245,10,662
L012487,4216,S008,2538,210,40,548
L012488,4216,S002,2464,54,15,103
L012489,4216,S007,2449,117,50,233
L012490,4217,S011,5457,150,5,42
L012491,4217,S003,5225,0,25,81
L012492,4218,S001,4642,151,50,111
L012493,4218,S010,5404,183,5,35
L012494,4219,S003,1491,166,5,32
L012495,4219,S011,1308,191,5,71
L012496,4219,S007,1465,92,15,600
L012497,4219,S006,1292,209,15,200
L012498,4220,S004,1318,225,10,145
L012499,4220,S009,1219,243,15,200
L012500,4220,S002,1347,0,20,1182
L012501,4221,S004,5678,188,0,27
L012502,4222,S014,2117,158,15,53
L012503,4222,S004,2309,236,30,41
L012504,4222,S013,2307,239,0,268
L012505,4222,S002,2316,118,0,46
L012506,4222,S005,2315,67,10,222
L012507,4223,S003,5298,101,15,311
L012508,4223,S011,5279,123,30,159
L012509,4223,S010,5678,248,0,101
L012510,4223,S002,5825,98,25,220
L012511,4224,S014,1105,154,20,58
L012512,4224,S003,1082,56,50,403
L012513,4224,S006,1048,0,15,112
L012514,4225,S012,2267,0,20,78
L012515,4225,S003,1928,147,0,54
L012516,4225,S005,2184,211,20,21
L012517,4225,S007,1977,141,30,887
L012518,4226,S001,2516,187,10,99
L012519,4226,S011,2666,102,30,217
L012520,4226,S014,2676,77,15,53
L012521,4227,S012,4158,104,40,225
L012522,4228,S012,5016,123,0,318
L012523,4228,S013,4985,161,5,114
L012524,4228,S003,5290,119,25,156
L012525,4228,S011,5069,0,5,89
L012526,4229,S012,1179,0,50,48
L012527,4230,S001,6287,155,20,281
L012528,4230,S008,5655,51,10,141
L012529,4230,S007,5381,233,15,115
L012530,4230,S013,5429,171,30,51
L012531,4230,S009,5239,0,30,296
L012532,4231,S014,3376,62,20,141
L012533,4231,S003,3290,51,30,591
L012534,4231,S001,3559,194,15,305
L012535,4232,S013,1780,135,30,91
L012536,4232,S004,1720,158,5,225
L012537,4232,S003,1574,134,5,209
L012538,4232,S014,1718,69,40,871
L012539,4233,S014,1856,218,30,214
L012540,4233,S012,2098,248,0,27
L012541,4233,S004,2121,89,25,13
L012542,4234,S001,4812,172,10,46
L012543,4235,S014,2764,105,10,561
L012544,4235,S008,2843,130,20,44
L012545,4235,S006,3019,95,60,23
L012546,4235,S003,2796,200,0,774
L012547,4235,S009,3044,94,15,193
L012548,4236,S009,4792,125,5,392
L012549,4236,S007,3984,148,5,246
L012550,4236,S005,4641,91,40,101
L012551,4236,S002,4790,114,30,96
L012552,4236,S011,4618,223,5,142
L012553,4237,S010,1212,173,15,301
L012554,4238,S004,5713,177,0,1717
L012555,4238,S005,5664,0,15,865
L012556,4238,S014,5627,231,25,252
L012557,4239,S008,1709,126,15,328
L012558,4239,S007,1731,69,15,73
L012559,4239,S002,1627,202,30,215
L012560,4239,S004,1762,0,10,172
L012561,4240,S001,3836,0,15,157
L012562,4240,S003,4524,74,10,492
L012563,4241,S002,1534,81,30,109
L012564,4242,S005,5067,186,5,1296
L012565,4243,S005,5412,145,10,84
L012566,4243,S012,6039,0,10,22
L012567,4243,S010,5760,0,20,83
L012568,4243,S007,6002,144,5,302
L012569,4244,S009,3026,0,15,150
L012570,4244,S008,3457,131,5,158
L012571,4244,S005,3400,194,25,1506
L012572,4244,S011,3056,185,10,34
L012573,4244,S014,3129,110,15,55
L012574,4245,S011,5521,0,25,423
L012575,4245,S007,5506,0,10,112
L012576,4246,S010,2399,219,0,765
L012577,4247,S004,4909,187,0,181
L012578,4247,S003,5408,93,25,84
L012579,4247,S009,5058,239,20,128
L012580,4248,S014,5497,0,20,126
L012581,4248,S008,5396,171,10,14
L012582,4248,S001,5474,189,50,232
L012583,4249,S005,4531,0,0,160
L012584,4249,S010,4274,206,50,150
L012585,4250,S013,2162,0,10,198
L012586,4251,S011,2348,166,0,50
L012587,4251,S014,2559,97,50,14
L012588,4251,S001,2371,137,20,109
L012589,4252,S012,2700,136,15,98
L012590,4252,S005,2707,213,15,228
L012591,4253,S008,2957,69,15,37
L012592,4254,S008,4352,228,0,177
L012593,4254,S002,4605,209,30,264
L012594,4254,S014,4423,0,30,376
L012595,4254,S010,4314,0,15,141
L012596,4254,S007,4112,177,15,56
L012597,4255,S009,2999,235,50,58
L012598,4255,S013,2797,80,15,1814
L012599,4255,S012,2550,160,20,1104
L012600,4255,S014,2649,182,5,50
L012601,4255,S007,2876,177,25,518
L012602,4256,S007,5185,186,20,87
L012603,4256,S006,5216,0,0,57
L012604,4256,S011,4742,50,15,109
L012605,4256,S004,5118,0,20,887
L012606,4256,S008,5393,0,0,59
L012607,4257,S007,983,248,10,280
L012608,4257,S005,1024,198,5,133
L012609,4257,S010,1047,202,10,292
L012610,4257,S012,1076,216,5,56
L012611,4257,S011,1118,231,25,533
L012612,4258,S004,5821,0,5,145
L012613,4258,S005,5167,197,25,221
L012614,4258,S013,5430,0,0,208
L012615,4258,S009,5764,159,5,156
L012616,4259,S010,892,126,15,50
L012617,4260,S001,4043,93,30,199
L012618,4260,S005,3626,170,10,76
L012619,4260,S010,3505,86,0,88
L012620,4261,S012,5047,0,40,13
L012621,4261,S010,4639,139,15,383
L012622,4262,S006,5850,84,5,94
L012623,4263,S011,4417,174,15,85
L012624,4263,S006,5100,205,5,186
L012625,4263,S014,5331,203,5,1150
L012626,4263,S010,4786,0,0,263
L012627,4264,S005,1349,118,5,1555
L012628,4264,S009,1514,0,5,65
L012629,4264,S008,1477,0,0,157
L012630,4264,S004,1493,56,20,34
L012631,4264,S011,1299,97,20,174
L012632,4265,S008,652,230,20,295
L012633,4265,S003,751,197,5,59
L012634,4265,S006,760,0,5,179
L012635,4265,S009,732,118,25,597
L012636,4266,S004,5395,136,15,519
L012637,4266,S014,5796,245,30,167
L012638,4266,S007,5131,0,15,47
L012639,4266,S012,5694,169,40,88
L012640,4266,S003,5383,237,10,132
L012641,4267,S007,2026,225,10,123
L012642,4267,S012,2101,0,5,458
L012643,4267,S005,2244,0,10,311
L012644,4268,S012,4004,142,50,224
L012645,4269,S012,1593,105,5,148
L012646,4269,S010,1466,0,20,62
L012647,4269,S004,1629,63,5,91
L012648,4269,S008,1419,62,5,1233
L012649,4269,S011,1697,241,50,2120
L012650,4270,S001,3299,222,0,38
L012651,4270,S012,3035,0,10,269
L012652,4271,S003,2305,55,50,153
L012653,4271,S001,2238,141,20,127
L012654,4271,S009,2183,219,40,103
L012655,4271,S013,2071,221,30,247
L012656,4272,S013,3445,189,25,311
L012657,4272,S002,3717,249,20,337
L012658,4272,S006,3507,246,25,84
L012659,4272,S001,3370,57,5,50
L012660,4273,S010,4039,84,20,42
L012661,4273,S013,4178,211,30,40
L012662,4274,S010,6219,124,10,30
L012663,4274,S002,6294,102,40,137
L012664,4275,S001,6347,180,0,47
L012665,4276,S009,1935,214,20,26
L012666,4277,S010,4323,225,30,268
L012667,4277,S013,4364,0,5,307
L012668,4277,S011,4253,121,10,54
L012669,4278,S001,3883,0,5,260
L012670,4278,S009,3937,241,50,155
L012671,4278,S010,3989,0,40,103
L012672,4279,S008,2336,247,30,99
L012673,4279,S001,2171,53,5,565
L012674,4279,S006,2310,167,20,199
L012675,4280,S003,1526,0,15,349
L012676,4280,S001,1649,91,40,119
L012677,4280,S006,1565,0,40,189
L012678,4280,S004,1531,0,20,135
L012679,4281,S003,4843,64,20,69
L012680,4282,S009,4666,0,40,101
L012681,4282,S010,5344,231,30,226
L012682,4282,S001,5470,134,15,130
L012683,4283,S014,5603,0,50,77
L012684,4283,S002,5087,0,20,60
L012685,4284,S005,1213,0,15,86
L012686,4285,S011,2093,103,20,172
L012687,4285,S002,2022,205,20,82
L012688,4285,S013,1957,57,5,66
L012689,4285,S008,1900,217,25,147
L012690,4285,S004,2105,110,30,69
L012691,4286,S012,4069,103,25,96
L012692,4286,S009,4009,0,15,805
L012693,4286,S010,4118,0,10,252
L012694,4286,S001,4369,129,20,114
L012695,4287,S007,1091,165,5,77
L012696,4287,S006,1045,69,50,255
L012697,4287,S002,1149,189,30,44
L012698,4288,S007,1929,127,10,103
L012699,4288,S006,2083,161,15,127
L012700,4288,S004,1792,142,30,33
L012701,4289,S007,5178,0,0,985
L012702,4289,S002,5993,158,15,105
L012703,4289,S012,5485,183,15,572
L012704,4289,S008,5778,132,0,36
L012705,4289,S005,5986,0,0,91
L012706,4290,S012,6179,80,15,481
L012707,4290,S013,5664,235,15,353
L012708,4290,S005,5689,133,5,267
L012709,4291,S005,5477,210,10,86
L012710,4291,S010,6120,122,50,10
L012711,4291,S012,5691,74,15,100
L012712,4291,S003,5876,166,5,245
L012713,4291,S009,6140,182,15,404
L012714,4292,S007,2811,220,25,33
L012715,4292,S008,2840,169,60,148
L012716,4293,S014,3107,197,15,93
L012717,4293,S011,3511,172,30,358
L012718,4293,S013,3616,112,60,100
L012719,4293,S010,3423,125,20,32
L012720,4294,S010,2322,245,10,315
L012721,4295,S002,6185,88,20,627
L012722,4295,S004,5448,221,15,707
L012723,4295,S006,5523,200,15,236
L012724,4295,S001,6173,250,0,26
L012725,4295,S013,5891,134,5,162
L012726,4296,S009,4470,90,25,180
L012727,4296,S013,4531,140,20,95
L012728,4297,S006,5857,0,10,322
L012729,4298,S002,2742,108,5,2116
L012730,4298,S009,2843,206,20,58
L012731,4299,S001,1628,185,20,522
L012732,4300,S011,4178,169,5,409
L012733,4300,S007,4320,215,25,985
L012734,4300,S010,4654,162,15,176
L012735,4300,S001,4617,60,15,334
L012736,4301,S007,2790,248,50,43
L012737,4301,S006,3252,239,30,109
L012738,4301,S004,2843,133,40,56
L012739,4302,S009,5075,70,10,101
L012740,4302,S003,4655,172,10,77
L012741,4303,S004,5467,203,10,328
L012742,4303,S010,4930,134,5,115
L012743,4303,S008,4899,136,50,723
L012744,4303,S013,4778,0,15,139
L012745,4304,S003,3869,103,10,60
L012746,4304,S013,3649,76,30,180
L012747,4304,S007,3648,65,50,46
L012748,4304,S011,3534,0,20,118
L012749,4304,S009,3684,136,20,115
L012750,4305,S001,1018,50,25,402
L012751,4305,S008,1113,201,15,49
L012752,4306,S009,2605,0,5,46
L012753,4307,S012,1531,78,25,134
L012754,4307,S013,1671,68,10,254
L012755,4307,S002,1772,88,25,32
L012756,4307,S009,1735,53,10,962
L012757,4308,S007,5142,183,50,105
L012758,4308,S011,4739,0,10,153
L012759,4308,S002,5451,0,25,1222
L012760,4309,S009,1366,197,10,23
L012761,4309,S013,1361,244,5,587
L012762,4310,S002,1474,58,5,252
L012763,4311,S009,4746,0,25,143
L012764,4311,S011,4869,226,20,50
L012765,4311,S012,4808,0,20,136
L012766,4311,S014,4708,0,15,153
L012767,4311,S004,5575,237,5,58
L012768,4312,S005,3539,169,20,154
L012769,4312,S003,3802,153,0,804
L012770,4312,S011,3692,191,15,541
L012771,4312,S013,3539,78,10,205
L012772,4312,S014,3639,207,10,277
L012773,4313,S009,1031,55,0,116
L012774,4313,S012,986,109,15,37
L012775,4313,S014,1036,0,10,456
L012776,4313,S007,1122,230,15,177
L012777,4314,S007,4429,73,20,132
L012778,4315,S010,1255,0,10,422
L012779,4315,S013,1284,69,15,573
L012780,4315,S011,1360,105,20,168
L012781,4315,S012,1374,0,20,118
L012782,4315,S008,1415,165,40,192
L012783,4316,S010,3406,228,10,190
L012784,4317,S007,4387,237,0,112
L012785,4317,S013,4294,0,5,138
L012786,4317,S008,4368,101,15,216
L012787,4318,S001,3559,0,5,41
L012788,4318,S012,3752,208,5,456
L012789,4318,S005,3972,0,0,273
L012790,4318,S010,3387,0,25,460
L012791,4319,S014,1108,156,15,57
L012792,4319,S002,1062,160,5,60
L012793,4319,S007,1038,203,30,52
L012794,4319,S008,1239,123,15,186
L012795,4320,S003,5204,93,10,88
L012796,4320,S007,5125,0,5,172
L012797,4321,S011,5401,208,20,343
L012798,4321,S003,5500,229,0,195
L012799,4321,S008,5603,87,10,39
L012800,4322,S003,4074,0,15,440
L012801,4323,S011,2438,0,10,123
L012802,4323,S005,2541,182,10,102
L012803,4323,S004,2786,159,0,477
L012804,4323,S009,2402,170,30,391
L012805,4323,S013,2619,172,20,150
L012806,4324,S006,1523,72,10,598
L012807,4324,S005,1310,0,30,25
L012808,4324,S004,1295,202,0,113
L012809,4324,S009,1402,172,20,337
L012810,4325,S009,3198,183,15,45
L012811,4326,S006,4245,0,30,592
L012812,4326,S011,4064,141,5,244
L012813,4327,S008,3709,192,15,121
L012814,4328,S007,3074,172,15,247
L012815,4328,S013,3053,0,10,74
L012816,4329,S008,6051,187,15,128
L012817,4329,S014,5562,117,50,95
L012818,4329,S006,6301,230,25,383
L012819,4329,S010,6209,126,10,183
L012820,4329,S009,6377,181,5,103
L012821,4330,S008,4750,0,25,497
L012822,4330,S010,4993,199,5,130
L012823,4331,S008,4049,144,5,31
L012824,4331,S002,4105,0,10,257
L012825,4331,S001,3940,124,40,46
L012826,4331,S011,3790,135,0,189
L012827,4332,S011,1708,158,15,65
L012828,4332,S003,1977,127,5,104
L012829,4332,S013,1745,0,20,203
L012830,4332,S004,1761,121,15,131
L012831,4333,S006,2669,240,5,146
L012832,4333,S009,2696,238,20,550
L012833,4333,S014,2835,111,15,43
L012834,4333,S001,2689,86,10,199
L012835,4334,S014,3819,58,25,146
L012836,4334,S011,3373,190,15,264
L012837,4334,S012,3377,172,20,540
L012838,4334,S005,3547,184,5,76
L012839,4335,S001,1261,249,30,30
L012840,4335,S013,1331,169,10,183
L012841,4336,S007,4994,0,50,155
L012842,4336,S006,5053,107,15,66
L012843,4336,S005,4792,64,0,193
L012844,4337,S010,3915,132,0,59
L012845,4337,S014,3612,74,30,346
L012846,4337,S005,3514,76,0,206
L012847,4337,S008,3937,213,15,160
L012848,4338,S011,5033,0,25,83
L012849,4339,S013,837,231,30,612
L012850,4339,S003,810,0,20,349
L012851,4339,S011,790,248,5,274
L012852,4340,S008,1812,69,5,67
L012853,4340,S004,2100,157,0,465
L012854,4340,S001,1992,229,40,71
L012855,4340,S006,2011,235,40,221
L012856,4340,S009,2120,51,30,64
L012857,4341,S009,1382,166,20,235
L012858,4341,S012,1353,60,20,184
L012859,4341,S008,1348,154,10,220
L012860,4341,S007,1392,0,15,112
L012861,4341,S013,1227,0,5,68
L012862,4342,S013,4145,74,50,150
L012863,4342,S011,3725,100,0,19
L012864,4342,S008,3873,0,30,90
L012865,4342,S014,3551,0,5,351
L012866,4343,S002,2886,159,20,526
L012867,4343,S013,2644,175,50,138
L012868,4343,S001,2526,0,0,57
L012869,4343,S006,2575,87,30,149
L012870,4343,S011,2786,136,30,31
L012871,4344,S011,621,181,15,39
L012872,4345,S006,3463,82,20,75
L012873,4345,S009,3651,0,5,189
L012874,4346,S011,4577,189,20,987
L012875,4346,S007,4635,232,25,138
L012876,4347,S002,1172,160,40,343
L012877,4348,S013,1422,0,30,197
L012878,4349,S009,4370,229,50,147
L012879,4349,S010,4137,0,0,186
L012880,4349,S011,4129,0,5,302
L012881,4349,S003,4509,230,20,63
L012882,4350,S004,3077,212,10,280
L012883,4350,S005,2852,99,0,39
L012884,4351,S012,1287,0,10,576
L012885,4351,S011,1511,171,25,99
L012886,4351,S013,1374,0,10,58
L012887,4352,S004,4051,240,10,505
L012888,4352,S001,4308,172,5,271
L012889,4352,S008,3848,172,10,358
L012890,4352,S014,4116,0,0,76
L012891,4353,S006,1280,215,40,45
L012892,4353,S014,1146,60,20,253
L012893,4354,S007,5286,103,40,11
L012894,4354,S010,5466,81,5,62
L012895,4354,S001,5747,201,20,354
L012896,4354,S008,5370,78,10,237
L012897,4354,S005,5657,157,20,357
L012898,4355,S005,3917,198,25,223
L012899,4355,S010,3782,67,10,131
L012900,4356,S006,1699,119,20,138
L012901,4356,S008,1616,65,20,78
L012902,4356,S013,1660,0,15,328
L012903,4356,S005,1732,178,20,320
L012904,4356,S001,1724,0,0,837
L012905,4357,S004,2522,114,10,38
L012906,4357,S006,2732,237,10,1286
L012907,4357,S002,2876,226,10,98
L012908,4358,S008,4979,156,5,68
L012909,4358,S013,5006,201,20,179
L012910,4358,S007,4980,108,15,180
L012911,4358,S001,5829,109,10,65
L012912,4359,S005,1716,155,5,119
L012913,4359,S012,1639,0,20,1445
L012914,4360,S008,4486,0,5,393
L012915,4360,S001,4864,220,0,246
L012916,4360,S014,4568,0,5,1508
L012917,4360,S004,4931,137,0,452
L012918,4360,S011,4846,126,10,126
L012919,4361,S010,4035,117,30,643
L012920,4362,S004,4004,209,10,25
L012921,4362,S014,3998,227,25,238
L012922,4362,S008,3330,0,5,214
L012923,4363,S004,696,69,20,216
L012924,4364,S011,5978,73,40,128
L012925,4364,S001,5153,66,40,259
L012926,4365,S013,657,122,50,236
L012927,4365,S005,653,109,25,200
L012928,4365,S007,662,0,30,128
L012929,4365,S003,666,129,15,502
L012930,4365,S006,704,0,10,76
L012931,4366,S009,3463,0,20,169
L012932,4366,S007,4099,157,20,98
L012933,4367,S001,2861,156,60,24
L012934,4368,S003,2922,106,5,634
L012935,4369,S002,3978,129,20,42
L012936,4369,S009,4529,158,30,275
L012937,4370,S002,5338,110,10,211
L012938,4370,S004,4963,0,0,65
L012939,4370,S013,5388,103,25,354
L012940,4370,S010,5157,0,25,136
L012941,4370,S001,5119,122,20,139
L012942,4371,S008,4078,185,5,19
L012943,4371,S002,4073,68,60,111
L012944,4372,S003,2410,0,15,3155
L012945,4372,S006,2467,56,15,324
L012946,4372,S005,2408,182,25,72
L012947,4373,S014,2676,80,5,2939
L012948,4374,S007,4578,239,0,412
L012949,4374,S008,4620,178,20,30
L012950,4374,S006,4548,69,0,202
L012951,4374,S009,3971,149,20,168
L012952,4375,S001,1780,140,20,291
L012953,4375,S005,1842,201,0,183
L012954,4375,S003,1930,225,20,342
L012955,4375,S010,1785,85,25,47
L012956,4375,S004,2053,145,0,39
L012957,4376,S006,5430,181,5,252
L012958,4376,S008,4920,123,30,36
L012959,4377,S001,1288,120,10,34
L012960,4378,S007,1882,0,25,23
L012961,4378,S005,2164,190,5,756
L012962,4378,S009,2096,62,25,18
L012963,4378,S013,2070,60,15,98
L012964,4379,S014,3630,0,60,33
L012965,4379,S012,3193,0,25,55
L012966,4379,S003,3834,173,10,369
L012967,4379,S013,3298,215,15,233
L012968,4379,S005,3661,237,40,175
L012969,4380,S001,5855,0,20,42
L012970,4380,S010,5662,232,20,788
L012971,4381,S012,2845,233,25,109
L012972,4381,S001,3201,231,20,449
L012973,4381,S013,2938,0,20,136
L012974,4381,S005,3264,155,30,230
L012975,4382,S003,1977,190,10,69
L012976,4382,S007,1797,168,0,103
L012977,4382,S005,1858,89,15,446
L012978,4383,S012,2824,0,30,150
L012979,4383,S007,3036,163,5,307
L012980,4383,S008,2780,0,0,125
L012981,4383,S010,2885,0,15,139
L012982,4384,S010,2369,74,25,62
L012983,4384,S002,2748,0,15,276
L012984,4384,S012,2462,115,20,309
L012985,4384,S014,2313,85,50,643
L012986,4384,S005,2720,184,20,105
L012987,4385,S004,4606,67,0,1002
L012988,4386,S001,3159,0,15,167
L012989,4386,S012,3376,0,5,913
L012990,4386,S011,3384,250,10,541
L012991,4386,S004,2948,81,40,109
L012992,4386,S006,3126,194,10,64
L012993,4387,S012,5462,97,40,52
L012994,4387,S001,5253,99,20,159
L012995,4387,S004,6319,174,20,57
L012996,4387,S014,6211,0,40,899
L012997,4387,S006,6294,235,40,40
L012998,4388,S002,1847,223,5,450
L012999,4389,S004,4957,0,30,696
L013000,4389,S013,4879,62,20,1330
L013001,4389,S001,5258,113,0,483
L013002,4389,S010,5091,125,5,921
L013003,4390,S011,2393,106,20,345
L013004,4390,S004,2655,160,15,162
L013005,4391,S011,5396,0,5,66
L013006,4391,S003,5759,173,5,152
L013007,4391,S006,5855,110,25,423
L013008,4391,S013,5894,0,5,361
L013009,4392,S003,2932,63,15,32
L013010,4392,S013,3355,66,20,189
L013011,4392,S012,3015,219,10,75
L013012,4393,S011,3936,196,10,108
L013013,4394,S010,2855,159,10,110
L013014,4395,S005,5134,147,15,110
L013015,4395,S007,5027,227,10,717
L013016,4396,S011,1637,124,10,105
L013017,4396,S006,1690,237,30,456
L013018,4396,S010,1713,218,15,187
L013019,4397,S004,1058,0,20,274
L013020,4397,S014,943,245,10,291
L013021,4397,S007,990,187,20,114
L013022,4397,S005,931,88,20,396
L013023,4397,S011,998,75,15,92
L013024,4398,S009,3900,90,15,1160
L013025,4399,S009,2439,126,10,1521
L013026,4399,S010,2173,0,15,258
L013027,4399,S001,2524,210,10,115
L013028,4400,S003,3496,156,5,326
L013029,4400,S005,3470,94,10,55
L013030,4400,S011,3511,113,25,223
L013031,4400,S006,3674,59,10,146
L013032,4400,S008,3752,117,10,265
L013033,4401,S002,4821,94,25,301
L013034,4401,S012,4483,236,10,92
L013035,4401,S001,4942,245,30,61
L013036,4401,S014,4901,244,5,87
L013037,4402,S005,4350,195,25,53
L013038,4403,S009,611,112,10,153
L013039,4404,S011,3811,124,50,69
L013040,4404,S004,3614,54,5,216
L013041,4404,S009,3669,175,50,194
L013042,4405,S014,6284,195,15,146
L013043,4406,S006,3231,136,15,284
